institution.displayName,institution.schoolType,institution.aliasNames,institution.state,institution.city,institution.zip,institution.region,institution.isPublic,institution.institutionalControl,ranking.displayRank,ranking.sortRank,ranking.isTied,searchData.actAvg.rawValue,searchData.percentReceivingAid.rawValue,searchData.acceptanceRate.rawValue,searchData.tuition.rawValue,searchData.hsGpaAvg.rawValue,searchData.engineeringRepScore.rawValue,searchData.parentRank.rawValue,searchData.enrollment.rawValue,searchData.businessRepScore.rawValue,searchData.satAvg.rawValue,searchData.costAfterAid.rawValue,searchData.testAvgs.displayValue.0.value,searchData.testAvgs.displayValue.1.value,School Type,Year Founded,Religious Affiliation,Academic Calendar,Setting,2018 Endowment,School Website
University of Dubuque,regional-universities-midwest,,IA,Dubuque,52001,midwest,True,private,#95,95,True,16,,73,35570,2.9,,,1965,,850,,850-1100,16-22,"Private, Coed",1852,Presbyterian Church (USA),4-1-4,City,$156.2 million,http://www.dbq.edu
University of Evansville,regional-universities-midwest,,IN,Evansville,47722,midwest,True,private,#6,6,False,22,,69,36416,3.7,2.7,,2243,2.6,1080,,1080-1300,22-28,"Private, Coed",1854,United Methodist,Semester,City,$131.8 million +,http://www.evansville.edu
University of Findlay,national-universities,,OH,Findlay,45840,,True,private,#240,240,True,21,,73,35410,,,,3614,,1052,,1052-1247,21-26,"Private, Coed",1882,Church of God,Semester,City,$41.7 million +,http://www.findlay.edu
University of Florida,national-universities,,FL,Gainesville,32611,,True,public,#34,34,True,27,17,39,28658,4,3.5,,35491,3.8,1280,36006.0,1280-1440,27-32,"Public, Coed",1853,None,Semester,Suburban,$1.7 billion +,http://www.ufl.edu
University of Georgia,national-universities,UGA,GA,Athens,30602,,True,public,#50,50,True,27,11,49,31120,4,2.5,,29611,3.8,1240,31498.0,1240-1410,27-32,"Public, Coed",1785,None,Semester,City,$1.3 billion,http://www.admissions.uga.edu
University of Guam,regional-universities-west,,GU,Mangilao,96923,west,True,public,Unranked,-2,False,,,93,12860,3.2,,,3421,,,,N/A,N/A,,,,,,,
University of Guelph,unranked,,,"Guelph, Ontario",,,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Public,N/A,None,N/A,N/A,N/A,//www.uoguelph.ca/
University of Hartford,national-universities,,CT,West Hartford,06117,,True,private,#211,211,True,22,,75,42182,,2.9,,5000,2.6,1050,,1050-1250,22-28,"Private, Coed",1877,None,Semester,Suburban,$178.8 million,http://www.hartford.edu
University of Hawaii--Hilo,national-universities,UH Hilo University of Hawaii Hilo,HI,Hilo,96720,,True,public,#293-#381,-1,False,17,,79,20680,3.5,,,2816,2.5,960,,960-1170,17-23,"Public, Coed",1947,None,Semester,Rural,N/A,http://www.uhh.hawaii.edu
University of Hawaii--Manoa,national-universities,UH Manoa University of Hawaii Manoa,HI,Honolulu,96822,,True,public,#166,166,True,20,25,83,34002,3.6,2.3,,12968,3.0,1055,46923.0,1055-1240,20-25,"Public, Coed",1907,None,Semester,Urban,$42.3 million,http://www.manoa.hawaii.edu/
University of Hawaii--Maui College,regional-colleges-west,University of Hawaii Maui,HI,Kahului,96732,west,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Public,N/A,None,N/A,N/A,N/A,//www.maui.hawaii.edu/
University of Hawaii--West Oahu,regional-colleges-west,UH West Oahu University of Hawaii West Oahu,HI,Kapolei,96707,west,True,public,#21,21,False,16,,75,20544,3.3,,,3128,,930,,930-1110,16-21,"Public, Coed",1976,None,Semester,Suburban,"$207,952",https://westoahu.hawaii.edu/
University of Holy Cross,regional-universities-south,,LA,New Orleans,70131,south,True,private,#69,69,True,18,,46,14372,,,,,,,,N/A,18-23,"Private, Coed",1916,Roman Catholic,Semester,Suburban,N/A,http://www.uhcno.edu/
University of Houston,national-universities,,TX,Houston,77204,,True,public,#185,185,True,22,19,62,26936,3.8,2.7,,38348,3.1,1130,27574.0,1130-1310,22-28,"Public, Coed",1927,None,Semester,Urban,$842.5 million,http://www.uh.edu
University of Houston--Clear Lake,regional-universities-west,University of Houston Clear Lake,TX,Houston,77058,west,True,public,#43,43,True,20,2,45,26370,3.3,2.3,,6212,2.2,1030,21517.0,1030-1200,20-24,"Public, Coed",1974,None,Semester,Suburban,$29.7 million,http://www.uhcl.edu
University of Houston--Downtown,regional-universities-west,University of Houston Downtown,TX,Houston,77002,west,True,public,#87-#113,-1,False,17,,83,20846,,,,12680,2.2,940,,940-1080,17-21,"Public, Coed",1974,None,Semester,Urban,$44.6 million,http://www.uhd.edu
University of Houston--Victoria,regional-universities-west,University of Houston Victoria,TX,Victoria,77901,west,True,public,#87-#113,-1,False,,,49,,,,,,2.0,,,N/A,N/A,"Public, Coed",1973,None,Semester,City,N/A,http://www.uhv.edu/
University of Idaho,national-universities,,ID,Moscow,83844,,True,public,#179,179,True,20,44,77,27540,3.4,2.3,,9568,2.8,1010,24584.0,1010-1220,20-26,"Public, Coed",1889,None,Semester,Rural,$281.0 million,http://www.uidaho.edu/admissions
University of Illinois--Chicago,national-universities,UIC University of Illinois Chicago,IL,Chicago,60607,,True,public,#132,132,True,21,23,76,27672,3.4,2.8,,20783,3.1,1020,39036.0,1020-1220,21-27,"Public, Coed",1965,None,Semester,Urban,$382.6 million,http://www.uic.edu
University of Illinois--Springfield,regional-universities-midwest,UIS University of Illinois Springfield,IL,Springfield,62703,midwest,True,public,#33,33,True,20,32,53,21338,3.6,,,2814,2.4,990,22944.0,990-1218,20-27,"Public, Coed",1969,None,Semester,City,$21.6 million +,http://www.uis.edu
University of Illinois--Urbana-Champaign,national-universities,University of Illinois Urbana Champaign,IL,Champaign,61820,,True,public,#48,48,True,26,8,62,33352,,4.4,,33915,3.9,1220,35398.0,1220-1480,26-32,"Public, Coed",1867,None,Semester,City,$1.9 billion,http://illinois.edu
University of Indianapolis,national-universities,,IN,Indianapolis,46227,,True,private,#228,228,True,19,,81,30976,3.5,,,4508,,990,,990-1180,19-25,"Private, Coed",1902,United Methodist,4-1-4,Urban,$107.8 million +,http://www.uindy.edu
University of Iowa,national-universities,,IA,Iowa City,52242,,True,public,#84,84,True,23,52,83,31568,3.7,2.9,,23989,3.7,1120,33402.0,1120-1330,23-28,"Public, Coed",1847,None,Semester,City,$1.5 billion +,http://www.uiowa.edu
University of Jamestown,regional-colleges-midwest,,ND,Jamestown,58405,midwest,True,private,#39,39,True,19,,62,22428,3.4,,,893,,950,,950-1130,19-24,"Private, Coed",1883,Presbyterian Church (USA),Semester,Rural,$38.2 million +,http://www.uj.edu
University of Kansas,national-universities,KU,KS,Lawrence,66045,,True,public,#130,130,True,23,31,92,27358,3.6,2.7,,19596,3.3,,31771.0,N/A,23-29,"Public, Coed",1865,None,Semester,City,$1.8 billion,https://ku.edu
University of Kentucky,national-universities,,KY,Lexington,40506,,True,public,#132,132,True,23,14,94,30680,3.5,2.6,,22136,3.3,1080,42311.0,1080-1300,23-29,"Public, Coed",1865,None,Semester,City,$1.3 billion +,http://www.uky.edu
University of La Verne,national-universities,,CA,La Verne,91750,,True,private,#132,132,True,20,83,51,44500,3.5,,,2798,,1020,44446.0,1020-1205,20-26,"Private, Coed",1891,None,4-1-4,Suburban,$103.7 million +,http://www.laverne.edu
University of Louisiana--Lafayette,national-universities,University of Louisiana Lafayette,LA,Lafayette,70504,,True,public,#293-#381,-1,False,21,,56,23640,3.4,2.1,,15073,2.3,1030,,1030-1250,21-28,"Public, Coed",1898,None,Semester,City,$153.2 million,http://www.louisiana.edu
University of Louisiana--Monroe,national-universities,University of Louisiana Monroe,LA,Monroe,71209,,True,public,#293-#381,-1,False,20,,72,20834,3.3,,,7476,2.1,810,,810-810,20-25,"Public, Coed",1931,None,Semester,City,$31.4 million +,http://www.ulm.edu
University of Louisville,national-universities,,KY,Louisville,40292,,True,public,#192,192,True,22,,73,26958,3.6,2.3,,15642,3.0,960,,960-1205,22-29,"Public, Coed",1798,Undenominational,Semester,Urban,$712.3 million,http://www.louisville.edu
University of Lynchburg,regional-universities-south,,VA,Lynchburg,24501,south,True,private,#20,20,True,19,80,97,37690,3.3,,,2086,,980,25108.0,980-1185,19-26,"Private, Coed",1903, Christian Church (Disciples of Christ),Semester,City,$109.7 million,http://www.lynchburg.edu
University of Maine,national-universities,UMaine,ME,Orono,04469,,True,public,#202,202,True,22,,92,31748,3.3,2.3,,9365,2.7,1050,,1050-1250,22-27,"Public, Coed",1865,None,Semester,Rural,$323.0 million +,http://www.umaine.edu
University of Maine--Augusta,regional-colleges-north,UMaine--Augusta University of Maine Augusta,ME,Augusta,04330,north,True,public,#36-#46,-1,False,,,97,17918,,,,,,,,N/A,N/A,"Public, Coed",1965,None,Semester,City,N/A,http://www.uma.edu
University of Maine--Farmington,regional-colleges-north,UMaine--Farmington University of Maine Farmington,ME,Farmington,04938,north,True,public,#8,8,True,20,69,81,19514,3.1,,,1736,,970,21419.0,970-1180,20-28,"Public, Coed",1864,None,Semester,Rural,$14.2 million,http://www.farmington.edu
University of Maine--Fort Kent,regional-colleges-north,UMaine--Fort Kent University of Maine Fort Kent,ME,Fort Kent,04743,north,True,public,#25,25,True,16,,97,12585,3,,,1794,,910,,910-1090,16-21,"Public, Coed",1878,None,Semester,Rural,$4.0 million +,http://www.umfk.edu
University of Maine--Machias,national-liberal-arts-colleges,UMaine--Machias University of Maine Machias,ME,Machias,04654,,True,public,Unranked,-2,False,20,,98,16046,,,,675,,875,,875-1090,20-28,"Public, Coed",1909,None,Semester,Rural,$2.5 million +,http://machias.edu/
University of Maine--Presque Isle,regional-colleges-north,UMaine--Presque Isle University of Maine Presque Isle,ME,Presque Isle,04769,north,True,public,#28,28,False,18,,92,12654,3,,,1554,,880,,880-1100,18-22,"Public, Coed",1903,None,Semester,Rural,$1.3 million +,https://www.umpi.edu/admissions/
University of Mary,national-universities,,ND,Bismarck,58504,,True,private,#293-#381,-1,False,20,,88,19074,3.5,,,2534,,1047,,1047-1272,20-26,"Private, Coed",1959,Roman Catholic,Semester,Rural,$54.5 million,http://www.umary.edu
University of Mary Hardin-Baylor,regional-universities-west,University of Mary Hardin Baylor,TX,Belton,76513,west,True,private,#43,43,True,20,80,87,29800,3.5,,,3397,,1030,27195.0,1030-1200,20-25,"Private, Coed",1845, Baptist,Semester,Suburban,$88.2 million,http://www.umhb.edu
University of Maryland--Baltimore,health,University of Maryland Baltimore,MD,Baltimore,21201,,True,public,Unranked,-2,False,,,,40013,,,,909,,,,N/A,N/A,"Public, Coed",N/A,None,Semester,Urban,$334.5 million,http://www.umaryland.edu/
University of Maryland--Baltimore County,national-universities,UMBC University of Maryland Baltimore County,MD,Baltimore,21250,,True,public,#166,166,True,24,64,58,27662,3.9,2.6,,11260,,1190,31869.0,1190-1360,24-29,"Public, Coed",1966,None,4-1-4,Suburban,$105.2 million +,http://www.umbc.edu
University of Maryland--College Park,national-universities,UMD UMCP University of Maryland College Park,MD,College Park,20742,,True,public,#64,64,True,28,18,47,36890,4,3.7,,30762,3.8,1290,41143.0,1290-1480,28-33,"Public, Coed",1856,None,Semester,Suburban,$620.0 million,http://www.maryland.edu
University of Maryland--Eastern Shore,national-universities,University of Maryland Eastern Shore,MD,Princess Anne,21853,,True,public,#293-#381,-1,False,15,,54,18508,2.9,2.3,,2603,2.0,870,,870-1050,15-20,"Public, Coed",1886,None,Semester,Rural,$28.9 million,http://www.umes.edu
University of Maryland University College,regional-universities-north,UMUC University of Maryland University College,MD,Adelphi,20783,north,True,public,Unranked,-2,False,,,100,12336,,,,47253,,,,N/A,N/A,"Public, Coed",1947,None,Semester,Suburban,$17.2 million,http://www.umuc.edu/
University of Mary Washington,regional-universities-south,,VA,Fredericksburg,22401,south,True,public,#16,16,False,22,,72,26220,3.6,,,4410,2.3,1050,,1050-1269,22-29,"Public, Coed",1908,None,Semester,Suburban,$50.6 million +,http://www.umw.edu
University of Massachusetts--Amherst,national-universities,UMass Amherst University of Massachusetts Amherst,MA,Amherst,01003,,True,public,#64,64,True,26,34,60,35710,3.9,3.0,,23515,3.4,1200,37664.0,1200-1390,26-31,"Public, Coed",1863,None,Semester,Suburban,$336.7 million,http://www.umass.edu
University of Massachusetts--Boston,national-universities,UMass University of Massachusetts Boston,MA,Boston,02125,,True,public,#228,228,True,21,,78,35075,3.3,,,12714,2.8,1020,,1020-1220,21-27,"Public, Coed",1964,None,Semester,N/A,$84.9 million,http://www.umb.edu
University of Massachusetts--Dartmouth,national-universities,UMass University of Massachusetts Dartmouth,MA,North Dartmouth,02747,,True,public,#218,218,True,19,,78,30103,3.2,2.3,,6841,2.6,990,,990-1190,19-26,"Public, Coed",1895,None,Semester,Suburban,$54.8 million +,http://www.umassd.edu
University of Massachusetts--Lowell,national-universities,UMass University of Massachusetts Lowell,MA,Lowell,01854,,True,public,#179,179,True,24,,72,32827,3.6,2.4,,14005,2.6,1150,,1150-1320,24-29,"Public, Coed",1894,None,Semester,City,$91.7 million +,http://www.uml.edu
University of Memphis,national-universities,,TN,Memphis,38152,,True,public,#272,272,True,19,,84,16037,3.4,2.1,,17233,2.9,970,,970-1210,19-26,"Public, Coed",1912,None,Semester,Urban,$216.2 million +,http://www.memphis.edu
University of Miami,national-universities,,FL,Coral Gables,33124,,True,private,#57,57,True,29,31,32,51930,3.6,2.5,,11117,3.3,1250,34537.0,1250-1430,29-32,"Private, Coed",1925,None,Semester,Suburban,$1.0 billion +,http://www.miami.edu
University of Michigan--Ann Arbor,national-universities,UM University of Michigan Ann Arbor,MI,Ann Arbor,48109,,True,public,#25,25,True,30,28,23,51200,3.9,4.4,,30318,4.6,1330,32507.0,1330-1510,30-34,"Public, Coed",1817,None,Trimester,City,$11.7 billion +,//umich.edu
University of Michigan--Dearborn,regional-universities-midwest,UM University of Michigan Dearborn,MI,Dearborn,48128,midwest,True,public,#33,33,True,22,,77,26409,3.6,2.2,,7185,2.6,1080,,1080-1290,22-29,"Public, Coed",1959,None,Semester,Suburban,$55.7 million,http://umdearborn.edu/
University of Michigan--Flint,national-universities,UM University of Michigan Flint,MI,Flint,48502,,True,public,#293-#381,-1,False,19,,66,23692,3.4,2.5,,6097,2.3,980,,980-1200,19-26,"Public, Coed",1956,None,Semester,City,$113.1 million,http://www.umflint.edu
University of Minnesota--Crookston,regional-colleges-midwest,University of Minnesota Crookston,MN,Crookston,56716,midwest,True,public,#39,39,True,19,,66,12021,3.1,,,2810,,998,,998-1176,19-24,"Public, Coed",1966,None,Semester,Rural,$17.7 million +,http://www.crk.umn.edu
University of Minnesota--Duluth,regional-universities-midwest,University of Minnesota Duluth,MN,Duluth,55812,midwest,True,public,#39,39,False,21,38,74,18881,3.6,3.0,,9977,2.7,1110,24508.0,1110-1340,21-26,"Public, Coed",1947,None,Semester,City,$182.8 million,http://www.d.umn.edu
University of Minnesota--Morris,national-liberal-arts-colleges,University of Minnesota Morris,MN,Morris,56267,,True,public,#148,148,True,22,,63,15632,3.6,,,1554,,1080,,1080-1350,22-27,"Public, Coed",1959,None,Semester,Rural,$15.6 million,http://www.morris.umn.edu
University of Minnesota--Twin Cities,national-universities,University of Minnesota Twin Cities,MN,Minneapolis,55455,,True,public,#70,70,True,26,23,52,33325,,3.7,,34633,3.9,1270,35161.0,1270-1480,26-31,"Public, Coed",1851,None,Semester,Urban,$3.5 billion +,https://twin-cities.umn.edu/
University of Mississippi,national-universities,Ole Miss,MS,University,38677,,True,public,#162,162,True,21,25,88,25090,3.6,2.2,,18007,3.0,1050,30014.0,1050-1270,21-29,"Public, Coed",1848,None,Semester,Rural,$713.0 million +,http://www.olemiss.edu
University of Missouri,national-universities,Mizzou,MO,Columbia,65211,,True,public,#139,139,True,23,37,78,28348,,2.6,,22503,3.2,1090,29004.0,1090-1290,23-29,"Public, Coed",1839,None,Semester,City,$1.0 billion +,http://www.missouri.edu
University of Missouri--Kansas City,national-universities,UMKC University of Missouri Kansas City,MO,Kansas City,64110,,True,public,#263,263,True,21,,56,26134,3.4,2.0,,11337,2.7,1030,,1030-1340,21-28,"Public, Coed",1933,None,Semester,Urban,$151.2 million +,http://www.umkc.edu
University of Missouri--St. Louis,national-universities,University of Missouri St. Louis,MO,St. Louis,63121,,True,public,#281,281,True,21,,73,29295,3.5,2.7,,13490,2.7,1020,,1020-1230,21-27,"Public, Coed",1963,None,Semester,Urban,$86.3 million +,http://www.umsl.edu
University of Mobile,regional-colleges-south,,AL,Mobile,36613,south,True,private,#11,11,True,18,50,47,23220,3.6,,,1680,,890,32535.0,890-1087,18-25,"Private, Coed",1961, Baptist,Semester,Suburban,$22.6 million +,//www.umobile.edu
University of Montana,national-universities,UMT,MT,Missoula,59812,,True,public,#254,254,True,20,,88,26218,3.3,,,8306,2.8,1040,,1040-1260,20-26,"Public, Coed",1893,None,Semester,Urban,$192.8 million,http://www.umt.edu
University of Montana--Western,regional-colleges-west,University of Montana Western,MT,Dillon,59725,west,True,public,#9,9,False,17,69,60,17115,3.1,,,1512,,940,26850.0,940-1120,17-22,"Public, Coed",1893,None,Semester,Rural,$5.6 million +,https://w.umwestern.edu/
University of Montevallo,regional-universities-south,,AL,Montevallo,35115,south,True,public,#31,31,True,20,50,44,26730,3.6,,,2285,2.0,990,20534.0,990-1200,20-27,"Public, Coed",1896,None,Semester,Rural,$21.9 million +,http://www.montevallo.edu
University of Mount Olive,regional-universities-south,,NC,Mount Olive,28365,south,True,private,#65,65,True,17,,49,,,,,,,870,,870-1066,17-22,"Private, Coed",1951,Original Free Will Baptist,Semester,Rural,N/A,http://www.umo.edu/
University of Mount Union,regional-colleges-midwest,,OH,Alliance,44601,midwest,True,private,#13,13,False,20,80,96,31700,3.4,2.2,,2116,,968,23764.0,968-1200,20-26,"Private, Coed",1846,United Methodist,Semester,City,$141.9 million,http://www.mountunion.edu/
University of Nebraska--Kearney,regional-universities-midwest,University of Nebraska Kearney,NE,Kearney,68849,midwest,True,public,#46,46,True,19,39,94,14503,3.4,,,4484,2.4,935,20035.0,935-1120,19-26,"Public, Coed",1903,None,Semester,City,$58.6 million +,http://www.unk.edu
University of Nebraska--Lincoln,national-universities,University of Nebraska Lincoln,NE,Lincoln,68588,,True,public,#139,139,True,22,28,80,25828,3.6,2.7,,20830,3.4,1130,29684.0,1130-1360,22-29,"Public, Coed",1869,None,Semester,City,$1.0 billion +,http://www.unl.edu
University of Nebraska Medical Center,health,,NE,Omaha,68198,,True,public,Unranked,-2,False,,,,,,,,869,,,,N/A,N/A,"Public, Coed",1880,None,Semester,Urban,N/A,http://unmc.edu/
University of Nebraska--Omaha,national-universities,University of Nebraska Omaha,NE,Omaha,68182,,True,public,#293-#381,-1,False,19,,82,21244,3.5,,,12430,2.7,840,,840-1102,19-26,"Public, Coed",1908,None,Semester,Urban,$88.9 million,https://www.unomaha.edu/
University of Nevada--Las Vegas,national-universities,UNLV University of Nevada Las Vegas,NV,Las Vegas,89154,,True,public,#293-#381,-1,False,19,,82,22904,3.4,2.3,,25282,2.9,1030,,1030-1240,19-24,"Public, Coed",1957,None,Semester,Urban,$230.2 million,http://www.unlv.edu
University of Nevada--Reno,national-universities,University of Nevada Reno,NV,Reno,89557,,True,public,#240,240,True,21,,88,23075,3.4,2.3,,17930,2.5,1070,,1070-1280,21-26,"Public, Coed",1874,None,Semester,Urban,$327.7 million,http://www.unr.edu
University of New Brunswick,unranked,,,"Fredericton, New Brunswick",,,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Public,N/A,None,N/A,N/A,N/A,//www.unb.ca/
University of New England,national-universities,UNE,ME,Biddeford,04005,,True,private,#246,246,True,20,,80,38750,3.4,,,4449,,1050,,1050-1240,20-26,"Private, Coed",1831,None,Semester,Suburban,$37.6 million +,http://www.une.edu
University of New Hampshire,national-universities,UNH,NH,Durham,03824,,True,public,#125,125,True,23,59,77,35409,3.5,2.4,,12782,2.8,1090,37983.0,1090-1280,23-28,"Public, Coed",1866,None,Semester,Suburban,$389.5 million,http://www.unh.edu
University of New Haven,regional-universities-north,,CT,West Haven,06516,north,True,private,#66,66,True,20,,84,40440,3.4,2.8,,5092,2.3,1030,,1030-1220,20-26,"Private, Coed",1920,None,4-1-4,Suburban,$72.0 million +,http://www.newhaven.edu
University of New Mexico,national-universities,,NM,Albuquerque,87131,,True,public,#218,218,True,19,,52,24490,3.4,2.6,,17859,2.9,1030,,1030-1260,19-25,"Public, Coed",1889,None,Semester,Urban,$467.0 million,http://www.unm.edu
University of New Orleans,national-universities,,LA,New Orleans,70148,,True,public,#293-#381,-1,False,20,,57,16378,3.3,,,6588,2.4,1050,,1050-1260,20-25,"Public, Coed",1958,None,Semester,Urban,$22.1 million +,http://www.uno.edu
University of North Alabama,regional-universities-south,,AL,Florence,35632,south,True,public,#43,43,True,20,32,64,20400,3.5,,,6196,2.1,1010,23111.0,1010-1190,20-25,"Public, Coed",1830,None,Semester,City,$38.8 million,http://www.una.edu
University of North Carolina--Asheville,national-liberal-arts-colleges,UNC University of North Carolina Asheville,NC,Asheville,28804,,True,public,#148,148,True,21,,82,23868,3.4,2.4,,3743,2.3,1060,,1060-1250,21-28,"Public, Coed",1927,None,Semester,City,$49.1 million,http://www.unca.edu
University of North Carolina--Chapel Hill,national-universities,UNC University of North Carolina Chapel Hill,NC,Chapel Hill,27599,,True,public,#29,29,True,27,39,22,36222,,3.0,,19117,4.3,1270,17934.0,1270-1470,27-33,"Public, Coed",1789,None,Semester,Suburban,$3.3 billion +,http://www.unc.edu
University of North Carolina--Charlotte,national-universities,UNC University of North Carolina Charlotte,NC,Charlotte,28223,,True,public,#228,228,True,21,,67,20288,3.4,2.5,,24387,2.9,1120,,1120-1270,21-26,"Public, Coed",1946,None,Semester,Suburban,$201.6 million +,http://www.uncc.edu/
University of North Carolina--Greensboro,national-universities,UNC University of North Carolina Greensboro,NC,Greensboro,27402,,True,public,#272,272,True,20,,84,22564,3.7,,,16641,2.8,990,,990-1160,20-25,"Public, Coed",1891,None,Semester,Urban,$292.0 million +,http://www.uncg.edu/
University of North Carolina--Pembroke,regional-universities-south,UNC University of North Carolina Pembroke,NC,Pembroke,28372,south,True,public,#87,87,True,17,,81,7490,3.5,,,6069,2.1,925,,925-1080,17-21,"Public, Coed",1887,None,Semester,Rural,$24.0 million +,http://www.uncp.edu
University of North Carolina School of the Arts,specialty-arts,,NC,Winston-Salem,27127,,True,public,Unranked,-2,False,22,,37,25901,3.7,,,890,,1090,,1090-1280,22-28,"Public, Coed",1963,None,Semester,City,$67.7 million +,http://www.uncsa.edu
University of North Carolina--Wilmington,national-universities,UNC University of North Carolina Wilmington,NC,Wilmington,28403,,True,public,#185,185,True,23,4,61,21246,4,,,14452,2.5,1190,35569.0,1190-1320,23-27,"Public, Coed",1947,None,Semester,Urban,$101.7 million +,http://www.uncw.edu
University of North Dakota,national-universities,,ND,Grand Forks,58202,,True,public,#263,263,True,21,,82,13842,3.4,2.0,,10519,2.5,980,,980-1230,21-27,"Public, Coed",1883,None,Semester,City,$281.8 million,http://und.edu
University of Northern Colorado,national-universities,,CO,Greeley,80639,,True,public,#293-#381,-1,False,19,,91,21876,3.4,,,9876,2.4,990,,990-1190,19-25,"Public, Coed",1890,None,Semester,Suburban,$87.6 million,http://www.unco.edu
University of Northern Iowa,regional-universities-midwest,,IA,Cedar Falls,50614,midwest,True,public,#20,20,True,21,17,81,19480,3.6,,,9561,2.5,980,26665.0,980-1241,21-26,"Public, Coed",1876,Undenominational,Semester,Suburban,$123.1 million,https://uni.edu/
University of North Florida,national-universities,,FL,Jacksonville,32224,,True,public,#281,281,True,21,,61,20112,3.9,2.6,,14494,2.4,1120,,1120-1280,21-27,"Public, Coed",1965,None,Semester,Urban,$113.3 million +,http://www.unf.edu
University of North Georgia,regional-universities-south,,GA,Dahlonega,30597,south,True,public,#40,40,False,22,53,74,21630,3.6,,,19041,2.2,1108,33593.0,1108-1273,22-27,"Public, Coed",1873,None,Semester,Suburban,$64.1 million,http://ung.edu/
University of North Texas,national-universities,,TX,Denton,76203,,True,public,#281,281,True,20,,71,23911,,2.0,,31347,2.6,1060,,1060-1260,20-26,"Public, Coed",1890,None,Semester,City,$181.6 million +,http://www.unt.edu
University of North Texas--Dallas,regional-universities-west,,TX,Dallas,75241,west,True,public,#77,77,True,17,,83,21589,,,,3006,,920,,920-1080,17-20,"Public, Coed",2010,None,Semester,Suburban,N/A,
University of Northwestern Ohio,regional-colleges-midwest,,OH,Lima,45805,midwest,True,private,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Private,N/A,None,N/A,N/A,N/A,//www.unoh.edu/
University of Northwestern--St. Paul,regional-universities-midwest,,MN,St. Paul,55113,midwest,True,private,#53,53,True,21,,90,32210,3.5,,,3443,,1053,,1053-1248,21-27,"Private, Coed",1902,Undenominational,Semester,Suburban,$17.9 million,//www.unwsp.edu
University of Notre Dame,national-universities,Notre Dame,IN,Notre Dame,46556,,True,private,#15,15,True,33,47,18,55553,,3.4,,8617,4.1,1400,31626.0,1400-1550,33-35,"Private, Coed",1842,Roman Catholic,Semester,City,$11.1 billion,http://www.nd.edu
University of Oklahoma,national-universities,,OK,Norman,73019,,True,public,#132,132,True,23,14,78,27144,3.6,2.5,,22152,3.4,1140,37829.0,1140-1350,23-29,"Public, Coed",1890,None,Semester,City,$63.9 million +,http://www.ou.edu
University of Oklahoma Health Sciences Center,health,,OK,Oklahoma City,73104,,True,public,Unranked,-2,False,,,,22921,,,,762,,,,N/A,N/A,Public,1971,None,N/A,N/A,$44.8 million +,http://admissions.ouhsc.edu//default.aspx
University of Oregon,national-universities,,OR,Eugene,97403,,True,public,#104,104,True,22,7,83,36615,3.6,,,19101,3.4,1080,45817.0,1080-1290,22-28,"Public, Coed",1876,None,Quarter,City,$912.5 million +,https://www.uoregon.edu
University of Ottawa,unranked,,,"Ottawa, Ontario",,,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Public,N/A,None,N/A,N/A,N/A,//www.uottawa.ca/welcome.html
University of Pennsylvania,national-universities,UPenn,PA,Philadelphia,19104,,True,private,#6,6,True,32,46,8,57770,3.9,3.8,,10183,4.8,1440,26516.0,1440-1560,32-35,"Private, Coed",1740,None,Semester,Urban,$13.8 billion,http://www.upenn.edu
University of Phoenix,national-universities,,AZ,Phoenix,85034,,True,proprietary,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Proprietary,N/A,None,N/A,N/A,N/A,//www.phoenix.edu
University of Pikeville,national-liberal-arts-colleges,Pikeville College,KY,Pikeville,41501,,True,private,#164-#215,-1,False,18,,100,21550,3.3,,,1499,,870,,870-1100,18-24,"Private, Coed",1889,Presbyterian Church (USA),Semester,Rural,$22.7 million,http://www.upike.edu/
University of Pittsburgh,national-universities,Pitt,PA,Pittsburgh,15260,,True,public,#57,57,True,28,,59,33746,4,3.1,,19330,3.7,1270,,1270-1430,28-33,"Public, Coed",1787,None,Semester,Urban,$4.2 billion,http://www.oafa.pitt.edu/
University of Portland,regional-universities-west,UP,OR,Portland,97203,west,True,private,#2,2,False,23,47,75,47818,3.6,3.2,,3788,2.7,1140,36613.0,1140-1320,23-28,"Private, Coed",1901,Roman Catholic,Semester,Urban,$194.4 million,http://www.up.edu
University of Prince Edward Island,unranked,,,"Charlottetown, PE",,,True,public,Unranked,-2,False,,,,,,,,,,,,N/A,N/A,Public,N/A,None,N/A,N/A,N/A,//www.upei.ca/
University of Providence,regional-colleges-west,,MT,Great Falls,59401,west,True,private,Unranked,-2,False,17,,76,25318,,,,,,1100,,1100-1430,17-24,"Private, Coed",1932,Roman Catholic,Semester,City,N/A,//www.uprovidence.edu
University of Puerto Rico--Aguadilla,regional-colleges-south,University of Puerto Rico Aguadilla,PR,Aguadilla,00604,south,True,public,Unranked,-2,False,,,28,6639,3.6,,,3139,,927,,927-1130,N/A,"Public, Coed",1972,None,Semester,Urban,N/A,//www.uprag.edu/
